

OSG efficiency summary by Site & VO for  2017-04-01 - 2017-05-01 (midnight UTC - midnight UTC)
including all jobs that finished in that time period.
Wall Duration (Wall) is expressed in hours and rounded to the nearest hour. Wall
Duration is the duration between the instant the job started running
and the instant the job ended its execution.
Deltas are the differences with the previous period.
For all jobs finished between 2017-04-01 and 2017-05-01 (midnight UTC)
---------------------------------------------------------------------------------------------------------------------------------------------------------
  #   | Site                   | VO              |     Cores |     Njobs |     Delta |      Wall |      Delta | CpuToWall | Delta | %Effi | Delta
---------------------------------------------------------------------------------------------------------------------------------------------------------
  197 | FNAL_WILSON            | uslarp (nr)     |        24 |        11 |        11 |     129.3 |        129 |    287.85 | 287.85 | 1,199 | 1,199
  198 | FNAL_WILSON            | uslarp (nr)     |        28 |         0 |        -1 |         0 |          0 |      0.00 | -830.65 |     0 | -2,967
  199 | FNAL_WILSON            | uslarp (nr)     |        32 |         0 |        -3 |         0 |        -48 |      0.00 | -1023.52 |     0 | -3,198
  200 | FZU_NOVA               | nova            |         1 |    22,404 |   -14,215 | 714,577.2 |     44,495 |      0.74 | -0.13 |    74 |   -13
  201 | Fermilab-GlideinWMS-fifebatch1 | annie           |         1 |    15,012 |    15,012 |   8,542.0 |      8,542 |      0.27 |  0.27 |    27 |    27
  202 | Fermilab-GlideinWMS-fifebatch1 | argoneut        |         1 |    21,084 |    10,215 |   4,882.1 |      2,779 |      0.77 | -0.02 |    77 |    -2
  203 | Fermilab-GlideinWMS-fifebatch1 | cdf             |         1 |    21,069 |   -10,931 | 123,431.9 |     12,116 |      0.84 |  0.48 |    84 |    48
  204 | Fermilab-GlideinWMS-fifebatch1 | cdms            |         1 |     2,155 |     2,145 |  21,377.7 |     21,377 |      0.78 |  0.78 |    78 |    78
  205 | Fermilab-GlideinWMS-fifebatch1 | coupp           |         1 |       938 |       938 |     214.4 |        214 |      0.35 |  0.35 |    35 |    35
  206 | Fermilab-GlideinWMS-fifebatch1 | darkside        |         1 |    17,398 |     5,352 |  45,667.6 |       -635 |      0.50 | -0.37 |    50 |   -37
  207 | Fermilab-GlideinWMS-fifebatch1 | des             |         1 |    81,692 |   -37,024 | 103,836.6 |    -41,680 |      0.57 |  0.10 |    57 |    10
  208 | Fermilab-GlideinWMS-fifebatch1 | des             |         4 |    13,544 |     1,574 |  33,833.3 |     12,971 |      1.25 |  0.02 |    31 |     0
  209 | Fermilab-GlideinWMS-fifebatch1 | dune            |         1 |   198,464 |   -69,515 | 246,426.1 |    -90,117 |      0.95 |  0.21 |    95 |    21
  210 | Fermilab-GlideinWMS-fifebatch1 | fermilab        |         1 |     1,236 |    -4,198 |   1,421.2 |     -5,097 |      0.97 |  0.02 |    97 |     2
  211 | Fermilab-GlideinWMS-fifebatch1 | genie           |         1 |       163 |      -472 |     509.8 |     -1,214 |      0.68 |  0.05 |    68 |     5
  212 | Fermilab-GlideinWMS-fifebatch1 | gm2             |         1 |    67,187 |  -103,732 |  51,141.0 |    -44,939 |      0.84 | -0.04 |    84 |    -4
  213 | Fermilab-GlideinWMS-fifebatch1 | lariat          |         1 |    65,188 |    38,927 |  43,044.9 |    -22,319 |      0.57 | -0.24 |    57 |   -24
  214 | Fermilab-GlideinWMS-fifebatch1 | mars            |         1 |    23,966 |   -15,234 | 260,588.1 |    -82,932 |      0.90 |  0.07 |    90 |     7
  215 | Fermilab-GlideinWMS-fifebatch1 | microboone      |         1 |   468,354 |   -14,140 | 448,829.1 |   -231,593 |      0.77 | -0.02 |    77 |    -2
  216 | Fermilab-GlideinWMS-fifebatch1 | minerva         |         1 |   252,104 |    53,324 | 306,127.1 |   -137,861 |      0.75 | -0.02 |    75 |    -2
  217 | Fermilab-GlideinWMS-fifebatch1 | minos           |         1 |   294,202 |   162,103 | 738,767.2 |     63,450 |      0.96 |  0.13 |    96 |    13
  218 | Fermilab-GlideinWMS-fifebatch1 | mu2e            |         1 |   135,229 |    71,655 | 373,039.6 |    112,737 |      0.84 |  0.08 |    84 |     8
  219 | Fermilab-GlideinWMS-fifebatch1 | nova            |         1 |   341,120 |   -38,596 | 1,485,629.9 |   -427,363 |      0.71 |  0.02 |    71 |     2
  220 | Fermilab-GlideinWMS-fifebatch1 | numix           |         1 |         0 |    -1,595 |         0 |     -3,448 |      0.00 | -0.23 |     0 |   -23
  221 | Fermilab-GlideinWMS-fifebatch1 | sbnd            |         1 |       800 |   -15,006 |      24.1 |   -177,329 |      0.37 | -0.56 |    37 |   -56
  222 | Fermilab-GlideinWMS-fifebatch1 | seaquest        |         1 |     6,502 |    -2,968 |  14,447.7 |    -15,895 |      0.83 | -0.07 |    83 |    -7
  223 | GLOW                   | cms             |         1 |   281,404 |  -306,653 | 726,530.3 |    160,658 |      0.69 | -0.16 |    69 |   -16
  224 | GLOW                   | cms             |         8 |     7,537 |    -3,084 | 225,888.3 |    -56,968 |      4.72 | -0.73 |    59 |    -9
  225 | GLOW                   | glow            |         1 | 1,330,198 |   996,752 | 379,169.3 |    -20,898 |      0.00 |  0.00 |     0 |     0
  226 | GLOW                   | lz              |         1 |        24 |        24 |       0.9 |          0 |      0.52 |  0.52 |    52 |    52
  227 | GLOW-CMS               | cms             |         1 |    10,893 |    -4,273 |     214.0 |        -52 |      0.14 | -0.08 |    14 |    -8
  228 | GLOW-CMS               | cms             |         8 |     8,062 |    -3,184 | 267,077.4 |    -44,445 |      4.70 | -0.73 |    59 |    -9
  229 | GLOW-CONDOR-CE         | cms             |         1 |    11,706 |    -3,912 |     327.4 |         49 |      0.37 |  0.15 |    37 |    15
  230 | GLOW-CONDOR-CE         | cms             |         8 |     6,498 |    -2,362 | 182,075.3 |    -34,807 |      4.82 | -0.53 |    60 |    -7
  231 | GLOW-OSG               | atlas           |         1 |    24,519 |    -5,420 | 161,581.8 |     45,810 |      0.64 |  0.08 |    64 |     8
  232 | GLOW-OSG               | bitp (nr)       |         1 |         0 |        -4 |         0 |       -181 |      0.00 |  0.00 |     0 |     0
  233 | GLOW-OSG               | fermilab        |         1 |    23,947 |    -9,645 | 108,313.4 |    -34,056 |      0.51 | -0.13 |    51 |   -13
  234 | GLOW-OSG               | fermilab        |         8 |     1,663 |    -2,303 |   8,093.2 |     -5,873 |      3.21 |  0.19 |    40 |     2
  235 | GLOW-OSG               | glow            |         1 |         0 |        -3 |         0 |          0 |      0.00 |  0.00 |     0 |     0
  236 | GLOW-OSG               | hcc             |         1 |    12,885 |    -1,514 | 218,200.6 |     13,430 |      0.44 |  0.27 |    44 |    27
  237 | GLOW-OSG               | nova            |         1 |         0 |       -44 |         0 |        -34 |      0.00 | -0.13 |     0 |   -13
  238 | GLOW-OSG               | nova            |         8 |         0 |       -42 |         0 |        -15 |      0.00 | -0.01 |     0 |     0
  239 | GLOW-OSG               | osg             |         1 |    15,337 |   -25,929 | 332,422.8 |   -544,518 |      0.43 | -0.17 |    43 |   -17
  240 | GLOW-OSG               | osg             |         8 |       318 |    -1,079 |   9,833.6 |    -38,316 |      2.63 | -0.15 |    33 |    -2
  241 | Georgia Tech           | ligo            |         1 |     2,839 |   -13,442 |  23,332.2 |   -132,946 |      0.34 |  0.13 |    34 |    13
  242 | GridUNESP_CENTRAL      | glow            |         1 |    16,477 |    -5,045 |  29,453.0 |    -29,243 |      0.29 |  0.02 |    29 |     2
  243 | GridUNESP_CENTRAL      | gluex           |         1 |         0 |        -7 |         0 |         -2 |      0.00 | -0.02 |     0 |    -2
  244 | GridUNESP_CENTRAL      | gridunesp       |         1 |    22,842 |   -13,987 | 193,885.8 |   -170,473 |      0.68 | -0.23 |    68 |   -23
  245 | GridUNESP_CENTRAL      | gridunesp       |         2 |        86 |      -223 |   2,243.8 |     -7,791 |      1.19 | -0.01 |    60 |     0
  246 | GridUNESP_CENTRAL      | gridunesp       |         3 |         4 |         1 |         0 |        -30 |      0.48 | -0.74 |    16 |   -25
  247 | GridUNESP_CENTRAL      | gridunesp       |         4 |        69 |        30 |   4,477.1 |      2,257 |      1.10 |  0.13 |    27 |     3
  248 | GridUNESP_CENTRAL      | gridunesp       |         8 |     2,360 |     2,008 |  57,899.4 |     35,268 |      3.27 | -0.35 |    41 |    -4
  249 | GridUNESP_CENTRAL      | gridunesp       |         9 |        13 |        13 |       2.6 |          2 |      0.98 |  0.98 |    11 |    11
  250 | GridUNESP_CENTRAL      | gridunesp       |        10 |         6 |       -69 |       0.2 |     -6,167 |      7.99 | -1.14 |    80 |   -11
  251 | GridUNESP_CENTRAL      | gridunesp       |        12 |         5 |       -79 |      24.0 |     -1,119 |      9.62 |  7.70 |    80 |    64
  252 | GridUNESP_CENTRAL      | gridunesp       |        16 |       162 |       139 |   6,809.7 |      6,446 |     15.23 |  2.34 |    95 |    14
  253 | GridUNESP_CENTRAL      | gridunesp       |        18 |         1 |         1 |         0 |          0 |     13.63 | 13.63 |    76 |    76
  254 | GridUNESP_CENTRAL      | gridunesp       |        24 |        45 |        39 |     561.3 |        536 |     13.02 |  6.28 |    54 |    26
  255 | GridUNESP_CENTRAL      | gridunesp       |        25 |         0 |        -2 |         0 |         -1 |      0.00 | -22.07 |     0 |   -88
  256 | GridUNESP_CENTRAL      | gridunesp       |        26 |         0 |        -1 |         0 |         -5 |      0.00 | -6.07 |     0 |   -23
  257 | GridUNESP_CENTRAL      | gridunesp       |        27 |         0 |        -6 |         0 |        -98 |      0.00 | -6.76 |     0 |   -25
  258 | GridUNESP_CENTRAL      | gridunesp       |        28 |         2 |        -3 |     284.8 |        -20 |      5.02 | -0.55 |    18 |    -2
  259 | GridUNESP_CENTRAL      | gridunesp       |        29 |         0 |        -3 |         0 |        -42 |      0.00 | -7.00 |     0 |   -24
  260 | GridUNESP_CENTRAL      | gridunesp       |        30 |         0 |        -3 |         0 |        -20 |      0.00 | -6.99 |     0 |   -23
  261 | GridUNESP_CENTRAL      | gridunesp       |        31 |         0 |        -1 |         0 |         -8 |      0.00 | -7.06 |     0 |   -23
  262 | GridUNESP_CENTRAL      | gridunesp       |        32 |        35 |         1 |   1,563.2 |        885 |     12.68 | -0.89 |    40 |    -2
  263 | GridUNESP_CENTRAL      | gridunesp       |        48 |         4 |         4 |       0.1 |          0 |     16.88 | 16.88 |    35 |    35
  264 | GridUNESP_CENTRAL      | gridunesp       |        64 |        16 |         6 |     484.5 |        356 |     45.56 | -18.21 |    71 |   -29
  265 | GridUNESP_CENTRAL      | gridunesp       |        72 |         2 |         2 |       0.1 |          0 |     10.75 | 10.75 |    15 |    15
  266 | GridUNESP_CENTRAL      | gridunesp       |       100 |        81 |        74 |     992.9 |        987 |     89.86 | -4.07 |    90 |    -4
  267 | GridUNESP_CENTRAL      | gridunesp       |       128 |         0 |        -1 |         0 |          0 |      0.00 | -1.14 |     0 |    -1
  268 | GridUNESP_CENTRAL      | gridunesp       |       150 |         4 |         4 |      71.8 |         71 |     96.99 | 96.99 |    65 |    65
  269 | GridUNESP_CENTRAL      | hcc             |         1 |    14,487 |    -3,539 |   5,602.4 |     -6,763 |      0.08 |  0.07 |     8 |     7
  270 | GridUNESP_CENTRAL      | ilc             |         1 |        22 |      -166 |       9.7 |       -119 |      0.46 |  0.40 |    46 |    40
  271 | GridUNESP_CENTRAL      | osg             |         1 |    12,055 |   -17,513 |  34,713.1 |    -48,096 |      0.12 |  0.03 |    12 |     3
  272 | GridUNESP_CENTRAL      | sbgrid          |         1 |     1,724 |       340 |   1,395.2 |     -1,560 |      0.36 |  0.25 |    36 |    25
  273 | HCC Submitter login.crane.hcc.unl.edu | hcc             |         1 |   163,040 |    56,313 | 1,855,166.2 |    612,927 |      0.28 |  0.19 |    28 |    19
  274 | HOSTED_OSU_CE          | osg             |         1 |        91 |    -1,681 |     120.0 |     -6,798 |      0.00 |  0.00 |     0 |     0
  275 | HOSTED_STANFORD        | fermilab        |         8 |       518 |    -5,540 |   3,832.8 |      1,156 |      0.00 |  0.00 |     0 |     0
  276 | HOSTED_STANFORD        | glow            |         8 |     1,872 |    -9,452 |  19,416.8 |    -10,631 |      0.00 |  0.00 |     0 |     0
  277 | HOSTED_STANFORD        | icecube         |         8 |       191 |       191 |   2,281.7 |      2,281 |      0.00 |  0.00 |     0 |     0
  278 | HOSTED_STANFORD        | osg             |         8 |     1,095 |      -457 |  19,066.2 |     -5,656 |      0.00 |  0.00 |     0 |     0
  279 | HOSTED_STANFORD        | sbgrid          |         8 |        86 |       -43 |     784.2 |       -376 |      0.00 |  0.00 |     0 |     0
  280 | Hyak_CE                | atlas           |         1 |    12,879 |   -13,783 |   9,472.0 |     -2,730 |      1.92 | -0.51 |   192 |   -51
  281 | Hyak_CE                | fermilab        |         1 |    23,699 |       648 |  10,794.3 |      1,535 |      0.81 |  0.81 |    81 |    81
  282 | Hyak_CE                | fermilab        |         8 |     1,621 |   -36,022 |     579.1 |    -12,966 |      0.02 |  0.00 |     0 |     0
  283 | Hyak_CE                | glow            |         1 |     6,041 |   -20,569 |  15,942.9 |    -41,491 |      0.00 |  0.00 |     0 |     0
  284 | Hyak_CE                | glow            |         8 |     5,314 |   -21,133 |  12,657.7 |    -39,930 |      3.59 | -0.17 |    45 |    -2
  285 | Hyak_CE                | microboone      |         1 |         0 |   -14,608 |         0 |     -6,009 |      0.00 |  0.00 |     0 |     0
  286 | Hyak_CE                | mis             |         1 |        36 |        36 |         0 |          0 |      0.26 |  0.26 |    26 |    26
  287 | Hyak_CE                | mis             |         4 |         2 |         2 |         0 |          0 |      0.00 |  0.00 |     0 |     0
  288 | Hyak_CE                | nova            |         1 |         0 |        -4 |         0 |         -1 |      0.00 |  0.00 |     0 |     0
  289 | Hyak_CE                | osg             |         1 |    40,205 |    23,933 | 116,610.7 |     74,985 |      1.33 |  1.33 |   133 |   133
  290 | Hyak_CE                | osg             |         8 |     5,186 |   -11,041 |  12,391.4 |    -25,473 |      3.05 | -0.47 |    38 |    -6
  291 | IIT_SUBMIT             | osg             |         1 |     1,132 |     1,132 |       5.0 |          4 |      1.27 |  1.27 |   127 |   127
  292 | IU-CSIU                | osg             |         1 | 1,287,169 |   150,479 | 2,471,126.8 |    227,271 |      0.84 |  0.09 |    84 |     9
  293 | JINR_Cloud             | nova            |         1 |    10,114 |    -4,258 |  40,194.6 |     -3,210 |      0.70 | -0.03 |    70 |    -3
  294 | Lucille_CE             | atlas           |         1 |    17,771 |    -6,856 | 109,699.2 |     15,723 |      0.96 |  0.05 |    96 |     5
  295 | Lucille_CE             | atlas           |         8 |     6,874 |      -348 |  34,371.1 |    -37,867 |      7.51 | -0.01 |    94 |     0
  296 | MIT_CMS                | atlas           |         1 |    22,141 |    -6,789 |  19,820.2 |     -6,789 |      0.39 | -0.08 |    39 |    -8
  297 | MIT_CMS                | cms             |         1 |    22,634 |    -3,758 |     832.9 |       -144 |      0.06 |  0.00 |     6 |     0
  298 | MIT_CMS                | cms             |         8 |    17,745 |    -2,958 | 306,819.5 |    -97,242 |      5.54 |  0.40 |    69 |     5
  299 | MIT_CMS                | fermilab        |         8 |     1,791 |      -437 |   3,396.3 |     -2,328 |      0.37 | -3.50 |     5 |   -43
  300 | MIT_CMS                | ilc             |         1 |       104 |      -704 |      11.5 |       -367 |      0.07 |  0.03 |     7 |     3
  301 | MIT_CMS                | nova            |         8 |         0 |       -46 |         0 |        -15 |      0.00 | -0.01 |     0 |     0
  302 | MIT_CMS                | osg             |         8 |    10,933 |     7,825 |  19,302.6 |    -53,883 |      0.76 | -0.03 |    10 |     0
  303 | MIT_CMS                | sbgrid          |         8 |       132 |        41 |      74.6 |         42 |      0.12 | -0.51 |     2 |    -6
  304 | MIT_CMS_2              | cms             |         1 |    11,297 |    -1,834 |     413.4 |        -70 |      0.06 |  0.00 |     6 |     0
  305 | MIT_CMS_2              | cms             |         8 |     8,526 |    -1,666 | 197,777.6 |     -5,993 |      5.60 |  0.48 |    70 |     6
  306 | MIT_CMS_2              | ilc             |         1 |        56 |      -464 |       5.3 |       -229 |      0.08 |  0.04 |     8 |     4
  307 | MIT_SUBMIT             | osg             |         1 |     7,617 |     5,763 |  30,975.7 |     18,825 |      0.78 |  0.16 |    78 |    16
