09/17/14 19:14:33 ******************************************************
09/17/14 19:14:33 ** condor_gridmanager (CONDOR_GRIDMANAGER) STARTING UP
09/17/14 19:14:33 ** /usr/sbin/condor_gridmanager
09/17/14 19:14:33 ** SubsystemInfo: name=GRIDMANAGER type=DAEMON(12) class=DAEMON(1)
09/17/14 19:14:33 ** Configuration: subsystem:GRIDMANAGER local:<NONE> class:DAEMON
09/17/14 19:14:33 ** $CondorVersion: 8.0.6 Mar 25 2014 $
09/17/14 19:14:33 ** $CondorPlatform: X86_64-CentOS_5.10 $
09/17/14 19:14:33 ** PID = 18273
09/17/14 19:14:33 ** Log last touched 9/12 07:50:44
09/17/14 19:14:33 ******************************************************
09/17/14 19:14:33 Using config source: /etc/condor/condor_config
09/17/14 19:14:33 Using local config sources: 
09/17/14 19:14:33    /etc/condor/config.d/00personal_condor.config
09/17/14 19:14:33    /etc/condor/config.d/99_gratia.conf
09/17/14 19:14:33    /etc/condor/config.d/ce.conf
09/17/14 19:14:33    /etc/condor/config.d/osg-condor-event-publisher-simple.conf
09/17/14 19:14:33 Daemon Log is logging: D_ALWAYS D_ERROR
09/17/14 19:14:33 DaemonCore: command socket at <129.79.53.31:41627>
09/17/14 19:14:33 DaemonCore: private command socket at <129.79.53.31:41627>
09/17/14 19:14:36 [18273] Found job 1464.0 --- inserting
09/17/14 19:14:36 [18273] gahp server not up yet, delaying ping
09/18/14 04:35:11 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 04:35:11 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 04:40:11 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 04:40:11 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 04:45:11 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 04:45:12 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 04:50:12 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 04:50:12 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 04:55:12 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 04:55:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:00:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:00:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:05:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:05:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:10:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:10:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:15:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:15:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:20:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:20:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:25:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:25:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:30:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:30:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:35:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:35:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:40:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:40:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:45:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:45:13 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:50:13 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:50:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 05:55:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 05:55:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:00:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:00:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:05:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:05:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:10:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:10:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:15:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:15:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:20:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:20:14 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:25:14 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:25:15 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:30:15 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:30:15 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:35:15 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:35:15 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:40:15 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:40:16 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:45:16 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:45:17 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:50:17 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:50:17 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 06:55:17 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 06:55:17 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 07:00:17 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 07:00:18 [18273] (1464.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 07:04:25 [18273] (1464.0) gram callback: state 4, errorcode 131
09/18/14 07:04:25 [18273] (1464.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 07:04:25 [18273] (1464.0) doEvaluateState called: gmState GM_DELETE, globusState 0
09/18/14 07:04:25 [18273] No jobs left, shutting down
09/18/14 07:04:25 [18273] Got SIGTERM. Performing graceful shutdown.
09/18/14 07:04:25 [18273] **** condor_gridmanager (condor_GRIDMANAGER) pid 18273 EXITING WITH STATUS 0
09/18/14 20:02:54 Result of reading /etc/issue:  Red Hat Enterprise Linux Server release 5.10 (Tikanga)
 
09/18/14 20:02:54 Using processor count: 1 processors, 1 CPUs, 0 HTs
09/18/14 20:02:54 Reading condor configuration from '/etc/condor/condor_config'
09/18/14 20:02:54 Enumerating interfaces: lo 127.0.0.1 up
09/18/14 20:02:54 Enumerating interfaces: eth0 129.79.53.31 up
09/18/14 20:02:54 Enumerating interfaces: eth1 192.168.97.5 up
09/18/14 20:02:54 Initializing Directory: curr_dir = /etc/condor/config.d
09/18/14 20:02:54 KEYCACHE: created: 0x19fafa20
09/18/14 20:02:54 ******************************************************
09/18/14 20:02:54 ** condor_gridmanager (CONDOR_GRIDMANAGER) STARTING UP
09/18/14 20:02:54 ** /usr/sbin/condor_gridmanager
09/18/14 20:02:54 ** SubsystemInfo: name=GRIDMANAGER type=DAEMON(12) class=DAEMON(1)
09/18/14 20:02:54 ** Configuration: subsystem:GRIDMANAGER local:<NONE> class:DAEMON
09/18/14 20:02:54 ** $CondorVersion: 8.0.6 Mar 25 2014 $
09/18/14 20:02:54 ** $CondorPlatform: X86_64-CentOS_5.10 $
09/18/14 20:02:54 ** PID = 13205
09/18/14 20:02:54 ** Log last touched 9/18 07:04:25
09/18/14 20:02:54 ******************************************************
09/18/14 20:02:54 Using config source: /etc/condor/condor_config
09/18/14 20:02:54 Using local config sources: 
09/18/14 20:02:54    /etc/condor/config.d/00personal_condor.config
09/18/14 20:02:54    /etc/condor/config.d/99_gratia.conf
09/18/14 20:02:54    /etc/condor/config.d/ce.conf
09/18/14 20:02:54    /etc/condor/config.d/osg-condor-event-publisher-simple.conf
09/18/14 20:02:54 Daemon Log is logging: D_FULLDEBUG D_ALWAYS D_ERROR D_SECURITY
09/18/14 20:02:54 SECMAN: created non-negotiated security session 7c12d9be08d753b63e69947fa2489080a5e6a4ab01125668 for 0 (inf) seconds.
09/18/14 20:02:54 Imported session attributes: [Integrity="NO";Encryption="NO";CryptoMethods="3DES";CurrentTime=time();]
09/18/14 20:02:54 Caching non-negotiated security session ad:
SessionDuration = "86400"
AuthMethods = "FS,KERBEROS,GSI"
Sid = "7c12d9be08d753b63e69947fa2489080a5e6a4ab01125668"
Authentication = "NO"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
TriedAuthentication = true
ParentUniqueID = "ce:5175:1410881871"
Integrity = "NO"
CryptoMethods = "3DES"
OutgoingNegotiation = "REQUIRED"
User = "condor@parent"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
ServerPid = 13205
09/18/14 20:02:54 IpVerify::PunchHole: opened DAEMON level to condor@parent
09/18/14 20:02:54 IpVerify::PunchHole: opened WRITE level to condor@parent
09/18/14 20:02:54 IpVerify::PunchHole: opened READ level to condor@parent
09/18/14 20:02:54 IpVerify::PunchHole: open count at level READ for condor@parent now 2
09/18/14 20:02:54 Not using shared port because USE_SHARED_PORT=false
09/18/14 20:02:54 DaemonCore: command socket at <129.79.53.31:32928>
09/18/14 20:02:54 DaemonCore: private command socket at <129.79.53.31:32928>
09/18/14 20:02:54 Setting maximum accepts per cycle 8.
09/18/14 20:02:54 Will use UDP to update collector ce.grid.iu.edu <129.79.53.31:9618>
09/18/14 20:02:54 Not using shared port because USE_SHARED_PORT=false
09/18/14 20:02:54 [13205] Welcome to the all-singing, all dancing, "amazing" GridManager!
09/18/14 20:02:54 [13205] DaemonCore: in SendAliveToParent()
09/18/14 20:02:54 [13205] SECMAN: command 60008 DC_CHILDALIVE to daemon at <129.79.53.31:41328> from TCP port 41893 (blocking).
09/18/14 20:02:54 [13205] SECMAN: no cached key for {<129.79.53.31:41328>,<60008>}.
09/18/14 20:02:54 [13205] SECMAN: Security Policy:
SessionDuration = "86400"
AuthMethods = "FS,KERBEROS,GSI"
Authentication = "OPTIONAL"
Enact = "NO"
Subsystem = "GRIDMANAGER"
ParentUniqueID = "ce:5175:1410881871"
Integrity = "OPTIONAL"
NewSession = "YES"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
Encryption = "OPTIONAL"
CurrentTime = time()
SessionLease = 3600
ServerPid = 13205
09/18/14 20:02:54 [13205] SECMAN: negotiating security for command 60008.
09/18/14 20:02:54 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:02:54 [13205] SECMAN: sending following classad:
Command = 60008
SessionDuration = "86400"
AuthMethods = "FS,KERBEROS,GSI"
Authentication = "OPTIONAL"
Enact = "NO"
Subsystem = "GRIDMANAGER"
ServerCommandSock = "<129.79.53.31:32928>"
ParentUniqueID = "ce:5175:1410881871"
Integrity = "OPTIONAL"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
NewSession = "YES"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
Encryption = "OPTIONAL"
CurrentTime = time()
SessionLease = 3600
ServerPid = 13205
09/18/14 20:02:54 [13205] SECMAN: server responded with:
AuthMethods = "FS"
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Authentication = "NO"
Enact = "YES"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
Encryption = "NO"
ServerTime = 1411070574
CurrentTime = time()
SessionLease = 3600
09/18/14 20:02:54 [13205] SECMAN: received post-auth classad:
ValidCommands = "60000,60008,60017,60026,71003,511,74000,60004,60012,60021,421,464,481,507,6,12,60007,1111,60020,441,443,457,471"
User = "unauthenticated@unmapped"
Sid = "ce:5175:1411070574:7"
ServerTime = 1411070574
CurrentTime = time()
09/18/14 20:02:54 [13205] SECMAN: policy to be cached:
Command = 60008
SessionDuration = "86400"
AuthMethods = "FS"
AuthMethodsList = "FS,KERBEROS,GSI"
ValidCommands = "60000,60008,60017,60026,71003,511,74000,60004,60012,60021,421,464,481,507,6,12,60007,1111,60020,441,443,457,471"
Sid = "ce:5175:1411070574:7"
Authentication = "NO"
Enact = "YES"
Subsystem = "GRIDMANAGER"
MyRemoteUserName = "unauthenticated@unmapped"
UseSession = "YES"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:02:54 [13205] SECMAN: added session ce:5175:1411070574:7 to cache for 86400 seconds (3600s lease).
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60000>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60008>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60017>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60026>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<71003>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<511>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<74000>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60004>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60012>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60021>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<421>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<464>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<481>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<507>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<6>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<12>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60007>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<1111>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<60020>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<441>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<443>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<457>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: command {<129.79.53.31:41328>,<471>} mapped to session ce:5175:1411070574:7.
09/18/14 20:02:54 [13205] SECMAN: startCommand succeeded.
09/18/14 20:02:54 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission ALLOW
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission READ
09/18/14 20:02:54 [13205] IPVERIFY: allow READ: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_READ,HOSTALLOW_READ)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission WRITE
09/18/14 20:02:54 [13205] IPVERIFY: allow WRITE: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_WRITE,HOSTALLOW_WRITE)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission NEGOTIATOR
09/18/14 20:02:54 [13205] IPVERIFY: allow NEGOTIATOR: ce.grid.iu.edu (from config value ALLOW_NEGOTIATOR)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission ADMINISTRATOR
09/18/14 20:02:54 [13205] IPVERIFY: allow ADMINISTRATOR: ce.grid.iu.edu (from config value ALLOW_ADMINISTRATOR)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission OWNER
09/18/14 20:02:54 [13205] IPVERIFY: allow OWNER: ce.grid.iu.edu, ce.grid.iu.edu (from config value ALLOW_OWNER)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission CONFIG
09/18/14 20:02:54 [13205] ipverify: CONFIG optimized to deny everyone
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission DAEMON
09/18/14 20:02:54 [13205] IPVERIFY: allow DAEMON: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_WRITE,HOSTALLOW_WRITE)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission SOAP
09/18/14 20:02:54 [13205] ipverify: SOAP optimized to allow anyone
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission DEFAULT
09/18/14 20:02:54 [13205] ipverify: DEFAULT optimized to allow anyone
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission CLIENT
09/18/14 20:02:54 [13205] ipverify: CLIENT optimized to allow anyone
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission ADVERTISE_STARTD
09/18/14 20:02:54 [13205] IPVERIFY: allow ADVERTISE_STARTD: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_WRITE,HOSTALLOW_WRITE)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission ADVERTISE_SCHEDD
09/18/14 20:02:54 [13205] IPVERIFY: allow ADVERTISE_SCHEDD: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_WRITE,HOSTALLOW_WRITE)
09/18/14 20:02:54 [13205] IPVERIFY: Subsystem GRIDMANAGER
09/18/14 20:02:54 [13205] IPVERIFY: Permission ADVERTISE_MASTER
09/18/14 20:02:54 [13205] IPVERIFY: allow ADVERTISE_MASTER: *.grid.iu.edu, *.goc,*.grid.iu.edu, *.goc (from config value ALLOW_WRITE,HOSTALLOW_WRITE)
09/18/14 20:02:54 [13205] Initialized the following authorization table:
09/18/14 20:02:54 [13205] Authorizations yet to be resolved:
09/18/14 20:02:54 [13205] allow READ:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] allow WRITE:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] allow NEGOTIATOR:  */129.79.53.31 */ce.grid.iu.edu
09/18/14 20:02:54 [13205] allow ADMINISTRATOR:  */129.79.53.31 */ce.grid.iu.edu
09/18/14 20:02:54 [13205] allow OWNER:  */129.79.53.31 */129.79.53.31 */ce.grid.iu.edu */ce.grid.iu.edu
09/18/14 20:02:54 [13205] allow DAEMON:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] allow ADVERTISE_STARTD:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] allow ADVERTISE_SCHEDD:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] allow ADVERTISE_MASTER:  */*.grid.iu.edu */*.grid.iu.edu */*.goc */*.goc
09/18/14 20:02:54 [13205] Completed DC_CHILDALIVE to daemon at <129.79.53.31:41328>
09/18/14 20:02:54 [13205] DaemonCore: Leaving SendAliveToParent() - success
09/18/14 20:02:54 [13205] Checking proxies
09/18/14 20:02:57 [13205] Received ADD_JOBS signal
09/18/14 20:02:57 [13205] in doContactSchedd()
09/18/14 20:02:57 [13205] SECMAN: command 1112 QMGMT_WRITE_CMD to schedd at <129.79.53.31:41328> from TCP port 53367 (blocking).
09/18/14 20:02:57 [13205] SECMAN: no cached key for {<129.79.53.31:41328>,<1112>}.
09/18/14 20:02:57 [13205] SECMAN: Security Policy:
SessionDuration = "86400"
AuthMethods = "FS,KERBEROS,GSI"
Authentication = "OPTIONAL"
Enact = "NO"
Subsystem = "GRIDMANAGER"
ParentUniqueID = "ce:5175:1410881871"
Integrity = "OPTIONAL"
NewSession = "YES"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
Encryption = "OPTIONAL"
CurrentTime = time()
SessionLease = 3600
ServerPid = 13205
09/18/14 20:02:57 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:02:57 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:02:57 [13205] SECMAN: sending following classad:
Command = 1112
SessionDuration = "86400"
AuthMethods = "FS,KERBEROS,GSI"
Authentication = "OPTIONAL"
Enact = "NO"
Subsystem = "GRIDMANAGER"
ServerCommandSock = "<129.79.53.31:32928>"
ParentUniqueID = "ce:5175:1410881871"
Integrity = "OPTIONAL"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
NewSession = "YES"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
Encryption = "OPTIONAL"
CurrentTime = time()
SessionLease = 3600
ServerPid = 13205
09/18/14 20:02:57 [13205] SECMAN: server responded with:
AuthMethods = "FS"
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Authentication = "YES"
Enact = "YES"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
Encryption = "NO"
ServerTime = 1411070577
CurrentTime = time()
SessionLease = 3600
09/18/14 20:02:57 [13205] SECMAN: new session, doing initial authentication.
09/18/14 20:02:57 [13205] SECMAN: authenticating RIGHT NOW.
09/18/14 20:02:57 [13205] SECMAN: AuthMethodsList: FS,KERBEROS,GSI
09/18/14 20:02:57 [13205] SECMAN: Auth methods: FS,KERBEROS,GSI
09/18/14 20:02:57 [13205] AUTHENTICATE: in authenticate( addr == '<129.79.53.31:41328>', methods == 'FS,KERBEROS,GSI')
09/18/14 20:02:57 [13205] AUTHENTICATE: can still try these methods: FS,KERBEROS,GSI
09/18/14 20:02:57 [13205] HANDSHAKE: in handshake(my_methods = 'FS,KERBEROS,GSI')
09/18/14 20:02:57 [13205] HANDSHAKE: handshake() - i am the client
09/18/14 20:02:57 [13205] HANDSHAKE: sending (methods == 100) to server
09/18/14 20:02:57 [13205] HANDSHAKE: server replied (method = 4)
09/18/14 20:02:57 [13205] AUTHENTICATE: will try to use 4 (FS)
09/18/14 20:02:57 [13205] AUTHENTICATE_FS: used dir /tmp/FS_XXXLL28LR, status: 1
